transaction_id,customer_id,items_total,total_amount,order_date
556071,15974,497,481.36,2023-06-07
556072,16126,263,952.65,2023-07-18
556073,16358,221,462.15,2023-03-22
556079,18229,252,351.2,2023-11-21
556084,17491,52,135.0,2023-11-30
556097,15809,2,15.9,2023-02-18
556098,16832,5,62.5,2023-02-20
556099,13162,1,3.75,2023-02-23
556100,15238,222,300.14,2023-10-02
556102,13115,621,878.55,2023-03-06
556103,16011,161,235.32,2023-06-19
556104,13875,284,384.2,2023-04-27
556105,13466,259,307.9,2023-01-27
556106,14056,187,393.34,2023-04-04
556107,17360,164,320.9,2023-05-26
556109,13741,67,200.17,2023-09-28
556110,13856,160,124.6,2023-03-25
556111,13004,288,313.0,2023-05-25
556112,13265,244,325.78,2023-07-22
556113,13510,421,585.32,2023-03-02
556114,12569,79,142.14,2023-04-29
556115,15241,76,99.96,2023-11-17
556116,15214,154,136.7,2023-08-24
556118,13811,38,333.0,2023-03-24
556119,12594,24,42.96,2023-03-15
556120,16722,521,290.2,2023-03-21
556121,15855,68,132.18,2023-12-25
556125,12947,136,303.62,2023-01-20
556126,14911,245,338.0,2023-12-23
556127,12406,793,1621.25,2023-11-15
556128,13038,94,196.66,2023-05-05
556129,14060,294,438.0,2023-08-05
556130,15738,154,316.02,2023-06-09
556139,14231,116,307.76,2023-08-28
556179,13756,426,308.2,2023-08-05
556181,15407,120,410.87,2023-01-22
556182,16892,77,102.98,2023-12-24
556183,13134,162,360.04,2023-04-10
556184,16592,205,337.55,2023-08-18
556185,16592,36,30.6,2023-12-27
556186,14241,146,213.7,2023-08-12
556187,15296,98,299.78,2023-12-21
556189,15615,234,400.7,2023-11-16
556190,15780,28,72.52,2023-06-29
556191,14501,116,184.28,2023-05-28
556192,15615,64,82.2,2023-09-01
556193,14132,388,306.86,2023-11-25
556194,12483,188,319.95,2023-04-29
556195,16745,355,535.01,2023-01-31
556196,18065,16,62.04,2023-01-28
556197,18065,114,202.38,2023-08-15
556198,14963,167,294.2,2023-08-03
556199,16170,232,319.29,2023-01-30
556201,12347,196,382.52,2023-10-27
556202,14606,90,109.3,2023-08-28
556203,12399,145,130.08,2023-01-04
556204,17169,102,308.68,2023-05-29
556205,15827,94,203.98,2023-03-20
556206,14911,262,646.27,2023-08-14
556207,17372,110,128.76,2023-12-15
556208,14040,198,506.68,2023-06-19
556214,14913,455,301.32,2023-10-10
556216,15252,99,300.55,2023-03-28
556218,17731,97,352.91,2023-11-19
556219,17731,84,309.66,2023-07-23
556222,17522,539,539.12,2023-09-11
556228,13538,16,115.2,2023-03-28
556229,12839,178,304.48,2023-12-29
556230,17402,58,226.28,2023-03-30
556234,17961,11,26.36,2023-04-16
556235,12778,85,84.0,2023-06-12
556236,16818,16,45.2,2023-04-29
556238,13397,109,378.7,2023-03-13
556239,15712,67,158.85,2023-10-04
556240,18041,140,105.0,2023-12-04
556241,12597,445,912.66,2023-09-24
556244,15867,86,302.72,2023-02-25
556245,17841,198,535.13,2023-03-18
556246,16113,176,161.38,2023-09-07
556247,15058,138,270.55,2023-05-25
556248,15681,188,332.64,2023-12-15
556249,15681,6,24.9,2023-01-16
556252,16779,319,462.96,2023-01-02
556253,17652,30,185.8,2023-02-15
556254,13213,119,136.25,2023-03-16
556255,18102,3600,16488.0,2023-01-11
556256,14309,198,196.68,2023-05-27
556257,17576,196,294.86,2023-03-31
556258,12694,323,439.5,2023-07-14
556259,12721,464,591.09,2023-05-18
556263,13969,241,489.3,2023-11-03
556264,16107,94,532.9,2023-11-15
556266,13900,1,8.5,2023-04-04
556267,13694,9811,3027.31,2023-11-29
556271,17483,50,155.1,2023-12-11
556279,14562,59,215.39,2023-06-02
556280,14584,116,344.81,2023-11-10
556282,15679,212,178.22,2023-11-22
556283,15628,193,314.11,2023-04-21
556284,17115,94,302.8,2023-07-03
556285,13686,70,72.0,2023-08-31
556288,13426,297,273.66,2023-01-27
556290,17088,170,383.28,2023-12-21
556296,15114,350,309.34,2023-03-15
556298,16581,134,105.84,2023-08-03
556302,15267,488,1035.76,2023-02-27
556303,17064,115,313.45,2023-12-17
556304,12840,296,572.8,2023-03-17
556305,12643,164,480.0,2023-12-27
556318,16767,382,399.18,2023-03-10
556323,17819,115,599.45,2023-11-29
556325,17234,55,149.89,2023-05-15
556329,14573,44,157.76,2023-10-28
556330,17797,249,272.41,2023-10-21
556341,16614,223,506.19,2023-04-28
556365,16370,158,271.04,2023-03-17
556386,16668,36,74.16,2023-12-18
556397,16029,200,358.0,2023-10-15
556408,13533,97,124.15,2023-08-24
556413,16005,45,120.49,2023-08-15
556415,12409,3142,6207.08,2023-07-24
556416,15527,64,247.25,2023-08-17
556417,14543,4,19.8,2023-09-07
556419,15411,48,156.4,2023-03-24
556425,14178,161,197.37,2023-10-23
556426,16729,145,249.49,2023-08-11
556432,16184,139,299.67,2023-04-20
556434,14895,267,658.78,2023-11-09
556435,14895,74,151.2,2023-07-01
556437,14077,65,110.79,2023-06-21
556439,18061,25,147.75,2023-04-16
556440,14401,364,428.44,2023-06-01
556441,14415,162,360.07,2023-04-17
556442,15098,60,297.0,2023-09-14
556443,12712,92,627.4,2023-10-01
556444,15098,60,38970.0,2023-07-12
556446,15098,1,649.5,2023-07-17
556447,15632,144,314.16,2023-02-28
556454,12947,48,40.8,2023-07-27
556455,15856,580,734.44,2023-03-22
556456,12748,1,3.75,2023-06-16
556460,14276,296,379.2,2023-07-02
556461,13798,558,830.54,2023-03-04
556462,14450,89,213.8,2023-09-16
556463,12583,716,360.18,2023-08-26
556464,18281,54,80.82,2023-04-29
556465,14984,20,102.23,2023-01-08
556466,15465,31,189.05,2023-01-09
556467,13232,57,186.55,2023-01-24
556468,14878,33,111.03,2023-08-17
556469,12516,345,583.2,2023-05-18
556470,15291,148,301.42,2023-03-17
556471,16466,153,198.77,2023-05-17
556472,16633,124,255.8,2023-07-04
556473,17265,214,377.84,2023-02-06
556474,16007,163,363.7,2023-10-05
556475,18109,497,417.33,2023-08-26
556476,17175,182,302.62,2023-04-19
556477,12841,86,199.73,2023-10-10
556478,13069,455,226.49,2023-08-02
556479,16983,86,262.88,2023-09-22
556480,13617,113,131.11,2023-09-12
556481,16115,69,145.27,2023-07-22
556482,17242,411,709.44,2023-04-10
556483,14823,40,110.78,2023-06-19
556484,16938,2183,2108.7,2023-09-12
556485,17211,48,210.95,2023-03-31
556486,17422,688,375.04,2023-12-08
556487,17289,132,164.45,2023-10-03
556488,16018,44,161.9,2023-12-13
556489,14704,49,100.75,2023-12-01
556490,13078,96,302.24,2023-12-05
556491,16794,251,253.29,2023-04-16
556492,15939,376,587.52,2023-05-20
556494,17802,332,532.22,2023-07-09
556495,18069,179,304.31,2023-07-06
556496,14397,36,45.0,2023-05-25
556497,15271,97,175.09,2023-08-17
556498,17961,3,35.85,2023-09-25
556500,13468,32,102.72,2023-02-18
556501,16700,250,394.42,2023-12-11
556502,13761,224,491.71,2023-06-22
556503,13517,715,1101.86,2023-04-19
556504,13936,330,376.58,2023-04-10
556505,17381,696,462.96,2023-04-12
556506,17381,48,50.88,2023-04-17
556507,12567,557,1650.1,2023-05-06
556508,16342,47,136.95,2023-02-22
556509,12708,101,289.77,2023-10-09
556510,14911,427,821.32,2023-04-06
556512,14688,120,143.54,2023-03-31
556517,12481,417,1001.21,2023-08-02
556519,16794,3,3.32,2023-09-29
556520,14177,38,108.13,2023-03-10
556521,14573,44,116.76,2023-04-11
556523,16938,15,9.75,2023-12-10
556526,12732,111,236.26,2023-04-18
556527,16205,64,112.35,2023-01-31
556528,13269,236,312.44,2023-03-25
556529,12714,236,513.26,2023-01-27
556531,15491,321,765.03,2023-01-18
556533,15625,206,249.94,2023-01-25
556534,15036,65,53.15,2023-10-11
556536,17795,150,187.14,2023-02-17
556537,17725,274,310.48,2023-03-25
556538,15845,330,426.18,2023-07-23
556539,13589,28,147.0,2023-11-17
556540,13552,76,146.2,2023-08-07
556541,13552,115,271.6,2023-04-25
556542,14719,210,264.66,2023-07-13
556571,13018,106,178.94,2023-06-15
556572,15311,112,149.2,2023-12-23
556573,14667,157,480.98,2023-05-13
556574,16209,409,1336.2,2023-06-13
556575,17027,94,212.0,2023-12-07
556576,14606,71,134.48,2023-06-13
556577,17579,91,164.41,2023-03-05
556578,12472,791,1266.66,2023-08-27
556579,15069,520,1109.53,2023-03-17
556580,17719,120,311.4,2023-01-20
556596,17349,102,98.25,2023-05-07
556629,14841,284,593.72,2023-12-08
556630,13999,135,315.05,2023-12-25
556631,13080,120,58.08,2023-01-29
556632,16987,17,114.15,2023-04-26
556641,13663,91,189.47,2023-06-10
556642,17236,83,133.91,2023-06-02
556667,15838,196,254.12,2023-10-27
556670,15838,388,786.36,2023-03-14
556671,17841,130,259.08,2023-10-25
556672,13742,150,293.0,2023-05-18
556680,13971,132,306.46,2023-09-04
556681,12826,108,121.52,2023-05-29
556682,15358,195,201.84,2023-10-22
556683,15358,112,212.04,2023-09-06
556684,12901,12,83.4,2023-02-19
556685,14503,381,597.07,2023-07-06
556714,14680,555,976.25,2023-05-14
556718,16013,780,2145.0,2023-01-01
556719,17428,328,188.44,2023-09-24
556720,17428,84,372.6,2023-09-26
556721,15218,397,690.34,2023-11-07
556722,17428,90,236.28,2023-10-08
556723,18102,756,3060.4,2023-04-03
556724,16745,89,246.49,2023-10-20
556725,18102,200,2496.0,2023-09-15
556726,18102,2096,8915.52,2023-06-18
556727,17675,234,555.8,2023-08-03
556728,15719,170,342.15,2023-05-08
556731,18283,52,103.72,2023-10-29
556732,15039,238,474.87,2023-04-29
556733,16919,269,321.16,2023-10-16
556734,13476,253,510.87,2023-10-27
556740,17346,182,147.42,2023-03-29
556746,17644,15,32.55,2023-06-23
556751,15251,748,1393.48,2023-09-29
556767,18073,329,454.68,2023-04-16
556768,17243,88,433.0,2023-07-21
556776,14730,112,205.69,2023-01-05
556777,14426,386,714.35,2023-11-09
556778,16712,125,393.78,2023-11-07
556779,16774,82,143.4,2023-08-11
556780,14524,107,275.14,2023-06-24
556781,13384,666,1172.6,2023-02-03
556782,14871,38,106.15,2023-11-15
556783,13408,198,451.26,2023-07-23
556784,14461,326,969.99,2023-05-04
556785,13408,24,102.0,2023-10-18
556786,13408,72,109.2,2023-07-09
556788,15129,133,414.1,2023-05-10
556789,15129,3,14.85,2023-08-02
556790,15656,102,256.77,2023-05-24
556791,16928,136,176.6,2023-08-13
556792,17043,195,150.37,2023-10-01
556794,13720,150,120.45,2023-05-21
556795,15912,119,123.13,2023-06-17
556797,17101,158,230.58,2023-06-29
556804,15125,318,554.62,2023-08-26
556805,15125,124,213.8,2023-11-18
556806,15125,36,122.04,2023-02-15
556808,17749,63,305.51,2023-09-24
556809,17179,82,223.48,2023-10-26
556811,14997,312,155.28,2023-11-09
556814,14852,34,153.24,2023-01-20
556815,14852,345,564.61,2023-08-26
556816,12437,359,501.64,2023-11-25
556817,14609,720,151.2,2023-11-06
556819,12682,174,420.94,2023-02-02
556820,12682,139,364.15,2023-03-05
556822,17155,154,143.3,2023-01-31
556827,15134,101,171.63,2023-08-17
556828,17284,196,184.19,2023-06-11
556829,12809,220,489.31,2023-07-04
556830,15874,15,44.95,2023-01-30
556831,13631,20,160.0,2023-09-28
556842,13631,10,40.0,2023-03-21
556845,17511,3007,4415.44,2023-03-03
556876,16241,121,173.82,2023-03-24
556878,15574,46,112.1,2023-02-13
556879,16461,48,142.92,2023-05-16
556881,17389,86,263.06,2023-06-14
556882,14395,144,326.38,2023-05-15
556883,13343,135,353.43,2023-05-27
556885,18073,6,17.7,2023-07-28
556886,12624,208,299.94,2023-12-02
556887,14606,101,119.29,2023-08-17
556889,16644,75,111.37,2023-08-27
556890,17581,509,1063.35,2023-09-13
556891,17581,88,139.64,2023-12-19
556892,17581,52,120.94,2023-10-21
556903,14527,45,144.26,2023-01-11
556905,16904,161,319.06,2023-10-06
556906,12843,166,306.1,2023-07-01
556908,18165,254,302.46,2023-09-23
556909,17536,6,76.5,2023-11-03
556910,12748,805,837.7,2023-11-27
556912,15005,244,288.21,2023-06-04
556913,16523,208,392.0,2023-06-01
556914,12877,177,276.79,2023-02-27
556915,15036,78,159.34,2023-12-14
556916,16898,150,201.69,2023-12-29
556917,12415,15049,22775.93,2023-06-24
556918,12415,192,650.88,2023-02-11
556921,16038,42,76.38,2023-07-31
556922,12748,5,14.25,2023-02-04
556926,16324,88,155.37,2023-09-27
556927,14156,2642,3876.86,2023-12-28
556928,14156,384,606.72,2023-04-24
556929,15611,25,53.91,2023-07-31
556931,15864,96,171.84,2023-09-06
556935,17651,283,360.9,2023-08-01
556937,17716,626,1175.32,2023-04-11
556942,14222,607,683.17,2023-12-03
556953,14911,268,1012.86,2023-07-18
556954,15585,320,455.3,2023-07-20
556956,13694,632,1084.24,2023-05-21
556958,17490,140,305.2,2023-03-02
556959,16739,172,323.0,2023-01-30
556960,14844,354,668.8,2023-03-16
556961,16276,420,810.6,2023-07-08
556964,16145,144,331.44,2023-07-25
556965,15129,192,252.0,2023-08-18
556967,17193,96,299.04,2023-02-26
556968,12980,336,1077.12,2023-07-25
556969,16257,2,46.95,2023-04-14
556970,13082,97,245.75,2023-01-03
556971,13082,24,39.6,2023-03-04
556972,17193,48,149.52,2023-11-01
556977,17446,96,52.8,2023-02-22
556998,16672,96,305.4,2023-11-13
557002,16672,48,180.0,2023-10-23
557005,13700,438,302.14,2023-05-19
557006,14282,233,214.2,2023-06-22
557007,12484,424,1137.99,2023-01-17
557008,16729,92,112.88,2023-04-25
557009,14321,509,300.11,2023-10-26
557010,14289,38,129.3,2023-04-10
557011,16279,156,359.08,2023-04-26
557012,18241,24,62.4,2023-12-20
557013,15044,137,542.74,2023-10-29
557014,12971,88,87.44,2023-02-18
557015,14735,130,331.0,2023-04-23
557016,16942,58,169.66,2023-03-28
557017,13199,204,181.56,2023-12-27
557018,14285,2,5.9,2023-03-04
557019,15907,91,254.52,2023-02-21
557020,13246,209,212.47,2023-06-30
557021,17642,284,395.3,2023-06-04
557023,16225,53,183.95,2023-04-08
557026,16571,513,460.11,2023-08-09
557027,12816,77,318.65,2023-03-24
557032,16011,90,141.3,2023-09-30
557033,13826,82,189.5,2023-11-13
557034,13627,336,421.08,2023-01-19
557038,14037,12,35.4,2023-05-18
557039,16814,181,297.15,2023-11-11
557040,14243,99,263.09,2023-02-12
557041,13575,33,88.55,2023-02-09
557042,13004,4,15.8,2023-08-03
557055,12621,459,633.55,2023-01-28
557056,12621,12,49.8,2023-12-26
557057,16843,2014,1830.72,2023-08-04
557058,16843,14,69.3,2023-08-09
557063,17368,95,160.35,2023-10-18
557064,13263,156,324.29,2023-10-08
557065,17157,102,161.46,2023-07-30
557066,17463,199,301.88,2023-12-05
557067,13098,768,1221.55,2023-08-14
557068,13263,48,13.44,2023-01-18
557069,12562,270,510.27,2023-10-16
557070,14755,153,376.77,2023-06-18
557089,13576,120,343.44,2023-02-14
557092,12908,600,432.0,2023-01-21
557100,16027,154,108.7,2023-02-02
557103,16852,51,113.06,2023-12-18
557109,15694,88,304.08,2023-12-10
557110,17865,12,102.0,2023-06-01
557113,16266,36,117.0,2023-06-24
557114,13951,144,158.4,2023-10-19
557115,14107,204,361.76,2023-02-17
557116,15219,45,305.75,2023-10-05
557117,14849,573,620.58,2023-02-01
557118,14849,254,364.16,2023-05-18
557119,17416,604,937.74,2023-09-25
557120,15669,126,235.94,2023-10-26
557121,14062,160,360.04,2023-08-21
557122,16558,264,305.18,2023-01-13
557123,15555,194,164.22,2023-02-19
557124,16359,139,230.57,2023-08-08
557125,17450,3104,5405.48,2023-04-14
557126,18168,83,115.15,2023-08-25
557127,15014,68,117.73,2023-10-18
557128,14765,18,80.5,2023-07-01
557129,17841,203,462.35,2023-07-03
557130,14005,270,144.3,2023-02-28
557131,13456,60,217.4,2023-04-04
557132,13107,348,368.38,2023-04-19
557133,17306,288,305.28,2023-02-22
557134,17306,236,511.8,2023-06-30
557135,17306,998,461.9,2023-05-07
557136,14911,356,626.13,2023-02-03
557141,16779,238,387.66,2023-07-10
557143,13090,192,832.02,2023-05-20
557144,13113,128,600.08,2023-06-16
557145,17139,459,802.13,2023-03-04
557146,17139,56,86.84,2023-01-04
557147,12408,378,654.18,2023-12-07
557149,17961,19,13.05,2023-09-12
557150,15555,46,174.27,2023-04-24
557152,15296,2,13.9,2023-03-29
557153,13735,214,474.54,2023-09-21
557208,16172,215,351.97,2023-06-06
557210,18118,130,265.05,2023-02-02
557211,15513,186,1025.34,2023-06-20
557212,12901,576,610.56,2023-12-02
557213,15021,116,213.09,2023-02-10
557214,17677,544,964.77,2023-12-08
557215,17677,90,68.22,2023-07-19
557216,17677,24,42.42,2023-02-14
557217,17426,1259,1987.19,2023-02-25
557218,17426,36,98.16,2023-03-11
557219,14776,406,323.28,2023-04-01
557220,14776,60,58.08,2023-01-11
557221,16869,170,233.53,2023-12-12
557222,14936,836,2060.03,2023-06-07
557223,13647,174,379.22,2023-03-05
557225,15311,229,411.48,2023-03-17
557226,15805,205,252.63,2023-05-28
557227,15805,4,23.0,2023-11-07
557228,15805,6,17.7,2023-10-24
557230,15181,204,135.0,2023-01-23
557232,12463,220,337.84,2023-12-03
557233,15356,269,405.76,2023-10-10
557235,17204,108,245.5,2023-03-02
557237,17204,30,68.9,2023-04-08
557247,12731,514,1359.58,2023-04-13
557248,14491,99,213.73,2023-03-05
557250,12748,25,67.79,2023-10-27
557251,14085,320,147.95,2023-08-02
557252,17961,2,11.9,2023-12-22
557255,17616,64,163.2,2023-08-04
557256,17282,344,274.56,2023-12-02
557257,14051,150,535.86,2023-03-12
557258,12951,58,126.9,2023-03-25
557259,15909,98,191.94,2023-10-02
557260,17932,202,345.5,2023-01-20
557261,13005,37,192.05,2023-01-12
557262,16923,88,174.53,2023-11-18
557263,14646,4718,5683.06,2023-07-23
557264,13618,246,177.34,2023-05-16
557265,13097,106,341.81,2023-11-04
557266,14878,69,120.25,2023-11-15
557267,16805,269,245.82,2023-02-16
557268,13097,303,655.79,2023-04-27
557270,14162,32,111.68,2023-06-05
557271,17769,299,621.27,2023-08-14
557272,17368,100,535.0,2023-03-20
557273,16050,278,137.9,2023-11-14
557274,14004,356,580.34,2023-03-16
557275,15544,414,318.02,2023-07-11
557276,16931,202,184.23,2023-12-02
557277,16484,48,118.6,2023-07-28
557278,13089,616,1152.52,2023-12-12
557279,18077,167,226.39,2023-12-14
557280,16701,549,373.5,2023-01-30
557281,13632,77,201.57,2023-06-22
557283,16813,125,142.06,2023-08-04
557284,17377,63,133.07,2023-08-10
557285,15046,574,602.8,2023-09-24
557286,17879,45,178.52,2023-06-12
557287,18109,485,340.58,2023-02-12
557289,16880,91,144.23,2023-09-30
557290,16880,16,6.95,2023-08-14
557291,18230,144,388.98,2023-02-10
557292,17562,366,300.1,2023-10-17
557293,16326,57,249.95,2023-12-18
557294,13629,400,778.0,2023-09-03
557295,12724,63,125.46,2023-08-29
557296,15334,84,114.5,2023-03-28
557297,12421,145,239.35,2023-05-05
557298,17519,146,200.5,2023-05-01
557299,13047,174,562.4,2023-02-06
557301,15373,67,328.55,2023-01-09
557302,13102,184,236.44,2023-07-20
557303,12450,64,101.88,2023-04-02
557304,16326,24,132.95,2023-11-09
557305,13568,66,187.05,2023-06-12
557306,18062,40,234.6,2023-03-16
557307,14820,87,139.77,2023-07-14
557308,16744,47,109.96,2023-11-16
557309,16493,462,414.49,2023-06-10
557310,13240,36,111.2,2023-07-17
557311,15700,355,692.78,2023-08-23
557312,17001,234,408.45,2023-04-06
557313,13524,30,88.5,2023-06-18
557314,12541,131,223.74,2023-04-23
557315,15535,38,125.01,2023-07-17
557316,17299,228,151.63,2023-12-02
557317,12837,24,134.1,2023-10-27
557318,14911,84,303.3,2023-06-12
557319,15076,571,880.85,2023-05-18
557320,15854,54,321.3,2023-07-05
557321,15854,48,132.0,2023-10-22
557322,17444,1092,1171.46,2023-09-09
557325,15291,186,325.26,2023-05-17
557326,14194,205,479.45,2023-11-28
557327,14194,20,81.84,2023-07-10
557328,14646,61,154.67,2023-06-24
557329,17227,104,107.6,2023-12-27
557330,14291,358,361.98,2023-12-03
557331,14291,18,32.28,2023-06-02
557332,14291,6,22.5,2023-06-16
557333,17723,158,662.1,2023-08-01
557349,16717,154,298.44,2023-08-13
557350,16670,393,587.54,2023-09-01
557351,16670,4,13.0,2023-10-29
557389,15921,162,323.03,2023-08-30
557397,17897,71,131.14,2023-12-21
557406,15747,132,242.65,2023-01-20
557407,14701,37,97.95,2023-11-11
557409,15410,226,561.04,2023-02-02
557410,14701,61,109.58,2023-07-30
557414,15840,256,241.74,2023-09-05
557416,17809,72,90.0,2023-10-26
557426,15016,76,170.04,2023-08-30
557427,12429,393,1125.4,2023-12-25
557428,17857,200,750.0,2023-03-20
557429,17857,504,181.44,2023-06-16
557430,16013,100,375.0,2023-03-28
557431,18260,177,427.13,2023-05-31
557442,14808,474,667.72,2023-08-31
557464,15301,24,37.2,2023-11-15
557466,13815,1357,1965.74,2023-12-15
557468,16713,396,529.67,2023-01-29
557469,12904,165,244.69,2023-07-13
557470,13798,256,589.44,2023-05-16
557471,15825,220,532.94,2023-05-29
557472,12432,1090,2862.06,2023-03-09
557473,17428,216,524.5,2023-01-03
557474,12432,336,454.6,2023-07-30
557476,18223,103,342.11,2023-01-26
557477,18223,9,33.75,2023-09-08
557483,12643,51,250.5,2023-12-18
557484,14796,384,539.81,2023-03-27
557485,15769,1600,2876.0,2023-04-13
557488,15581,9,18.88,2023-06-07
557489,12490,211,484.06,2023-07-22
557490,13199,96,243.84,2023-10-12
557492,13717,535,183.63,2023-10-12
557498,12971,52,107.04,2023-12-21
557499,16320,78,185.78,2023-02-28
557503,16839,296,488.54,2023-02-24
557504,16839,40,215.6,2023-05-16
557509,15389,400,500.0,2023-08-22
557510,17588,204,305.04,2023-09-20
557513,15700,2,3.9,2023-10-22
557514,14667,108,173.42,2023-05-17
557517,15125,100,179.0,2023-06-27
557518,15280,154,113.12,2023-09-18
557523,12971,120,100.92,2023-11-29
557524,12748,16,38.08,2023-01-21
557525,12759,353,637.72,2023-12-27
557526,14397,52,91.8,2023-07-13
557527,13941,402,712.3,2023-01-30
557528,17159,305,528.45,2023-10-16
557529,15189,154,385.78,2023-05-03
557560,15329,112,309.1,2023-02-28
557568,17629,190,108.94,2023-09-16
557569,12474,272,427.76,2023-07-19
557570,15998,269,329.84,2023-07-06
557571,12830,2668,2221.84,2023-06-16
557572,15061,429,870.3,2023-07-16
557573,15061,96,69.12,2023-04-12
557577,14606,108,112.09,2023-03-04
557583,14776,24,13.2,2023-04-08
557595,15507,160,475.86,2023-08-16
557598,14667,127,202.62,2023-04-11
557601,18252,18,69.9,2023-11-27
557602,14110,156,379.72,2023-12-24
557603,16526,106,290.36,2023-06-13
557604,15039,271,653.3,2023-11-01
557605,14911,49,147.4,2023-10-15
557611,17695,358,353.6,2023-09-04
557612,14460,493,246.54,2023-10-15
557614,16394,636,313.8,2023-07-03
557615,15498,310,648.6,2023-01-12
557616,12930,108,221.56,2023-01-30
557617,14543,39,327.45,2023-11-09
557618,14960,20,88.3,2023-06-11
557619,17757,104,195.9,2023-08-31
557620,14408,79,133.53,2023-02-11
557621,12444,582,1870.2,2023-11-11
557622,17960,41,73.78,2023-09-14
557623,15498,36,47.0,2023-09-06
557625,15159,336,469.72,2023-04-30
557626,14175,480,883.41,2023-08-29
557627,12583,351,257.3,2023-08-22
557628,15311,1226,1966.66,2023-01-19
557630,13178,290,591.73,2023-03-11
557631,18229,178,410.34,2023-09-02
557632,17420,116,260.66,2023-01-02
557633,13750,95,302.39,2023-04-18
557634,15412,108,190.53,2023-01-29
557635,12748,157,194.89,2023-01-27
557636,17841,205,349.18,2023-09-18
557639,12933,313,246.74,2023-11-14
557662,13630,4,7.7,2023-05-19
557667,15606,91,309.81,2023-03-03
557668,17828,24,30.0,2023-10-06
557669,12674,272,390.06,2023-02-05
557670,12798,2256,1607.04,2023-05-06
557671,13849,332,593.58,2023-07-27
557672,16114,43,135.75,2023-01-13
557673,16180,883,1581.85,2023-09-07
557674,16422,1967,1754.97,2023-04-21
557676,15804,314,600.03,2023-05-30
557681,14463,31,193.5,2023-02-04
557734,12684,386,462.38,2023-10-22
557735,16214,100,313.08,2023-01-23
557736,13420,74,55.8,2023-08-14
557739,13780,173,116.28,2023-02-15
557742,14911,309,526.16,2023-10-06
557743,18155,105,152.63,2023-09-26
557744,15194,386,406.33,2023-05-11
557745,15750,489,497.26,2023-11-29
557746,15059,75,163.91,2023-07-22
557747,13611,237,333.57,2023-10-01
557748,14527,32,86.65,2023-10-01
557749,13477,239,249.76,2023-01-21
557750,16841,426,300.06,2023-03-20
557751,14092,99,250.09,2023-02-18
557752,14092,6,29.7,2023-09-22
557753,17877,98,237.61,2023-01-20
557754,12432,1,700.0,2023-01-22
557755,14733,144,441.48,2023-02-13
557757,14606,64,100.67,2023-05-30
557758,17585,380,280.74,2023-06-02
557759,14156,281,493.04,2023-11-19
557760,12901,598,542.7,2023-02-17
557761,14214,305,183.56,2023-01-13
557762,15810,326,507.07,2023-08-05
557763,17669,300,453.72,2023-01-22
557764,13089,522,987.08,2023-10-16
557765,16247,182,114.56,2023-01-12
557766,16566,88,183.76,2023-06-08
557767,13089,12,17.4,2023-12-09
557769,16626,70,195.16,2023-01-21
557770,14643,429,335.87,2023-03-02
557771,15601,235,374.81,2023-11-27
557772,16458,156,222.0,2023-06-18
557774,13695,38,123.62,2023-10-21
557775,16966,144,332.16,2023-07-09
557776,14422,366,630.84,2023-04-11
557781,17389,42,52.5,2023-08-25
557782,14640,112,406.3,2023-06-03
557783,12748,4,4.94,2023-03-26
557785,14364,257,330.55,2023-05-02
557786,15550,62,141.14,2023-01-27
557787,15041,103,179.93,2023-01-18
557788,14088,7,33.16,2023-08-15
557789,12379,211,459.84,2023-02-26
557790,14099,191,403.81,2023-06-17
557792,16987,39,302.25,2023-09-27
557793,14998,153,231.23,2023-09-09
557794,16287,298,142.5,2023-03-11
557795,13881,822,1064.22,2023-07-09
557796,13881,48,202.4,2023-02-05
557797,12919,108,206.2,2023-03-13
557798,16187,812,910.98,2023-02-06
557799,14854,591,707.05,2023-12-16
557800,12748,1,7.95,2023-12-07
557801,13319,242,573.54,2023-09-09
557802,15130,197,330.11,2023-04-23
557803,12704,157,329.56,2023-03-24
557804,18198,220,311.52,2023-07-03
557805,17651,192,344.1,2023-02-17
557846,17365,530,443.82,2023-10-15
557848,15220,78,88.62,2023-12-07
557849,17613,145,308.35,2023-08-16
557850,12720,145,276.93,2023-06-11
557852,15384,348,338.84,2023-07-13
557853,16258,434,801.0,2023-11-21
557854,13268,297,307.47,2023-12-27
557855,16806,69,127.19,2023-04-30
557856,16647,81,86.31,2023-06-17
557857,17370,78,110.7,2023-10-04
557858,14159,288,311.23,2023-12-09
557859,17709,17,137.45,2023-11-17
557860,17630,46,168.1,2023-07-14
557861,13437,111,220.83,2023-08-29
557864,15253,211,173.85,2023-01-02
557869,17961,4,6.9,2023-01-26
557870,14404,312,314.7,2023-11-13
557871,13458,130,300.78,2023-05-11
557872,14911,187,370.85,2023-05-03
557873,17659,3,14.85,2023-06-01
557875,13300,203,371.89,2023-01-10
557877,15379,38,130.8,2023-10-20
557878,16940,687,1110.68,2023-03-18
557880,14911,1,1.45,2023-06-22
557881,14401,360,302.16,2023-12-10
557884,17759,72,145.2,2023-05-02
557885,12465,294,440.94,2023-01-08
557886,17799,231,565.21,2023-06-14
557887,17759,5,21.95,2023-07-06
557888,14656,80,157.94,2023-11-02
557889,12412,358,514.5,2023-02-25
557891,17652,437,720.03,2023-10-27
557892,14534,197,419.19,2023-05-07
557893,15228,268,348.6,2023-05-19
557894,14818,171,291.38,2023-10-24
